variant,week,date,seed,revenue_usd,rebound_usd,penalty_usd,dwear_usd,shortfall_kWh,mv,sum_q_kW,delivery_ratio,warm,viol_K
ctxfree,w07-feb,2024-02-14,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-14,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-14,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-14,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-14,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-14,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-14,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-14,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-14,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-14,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-14,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-14,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-14,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-14,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-14,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-14,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-14,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-14,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-14,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w07-feb,2024-02-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,0,0.0,0.06135416923626735,0.0,0.004555265534847308,0.0,-0.06590943477110045,0.0,,0,0.0
single005,w07-feb,2024-02-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,1,0.0,0.06138017968561371,0.0,4.531809045715818e-05,0.0,-0.06142549777607087,0.0,,0,0.0
single005,w07-feb,2024-02-15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,2,0.0,0.061354277772394994,0.0,1.9774697506136363e-05,0.0,-0.06137405246988692,0.0,,0,0.0
single005,w07-feb,2024-02-15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,3,0.0,0.06132725230759206,0.0,0.052451188251382064,0.0,-0.11377844055897413,0.0,,0,0.0
single005,w07-feb,2024-02-15,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,4,0.0,0.061327204737153806,0.0,0.05227599522463322,0.0,-0.11360319996177282,0.0,,0,0.0
single005,w07-feb,2024-02-15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,5,0.0,0.061379900102267015,0.0,0.0005052505624689729,0.0,-0.06188515066472178,0.0,,0,0.0
single005,w07-feb,2024-02-15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,6,0.0,0.06135252035399219,0.0,0.004548076298618753,0.0,-0.06590059665262515,0.0,,0,0.0
single005,w07-feb,2024-02-15,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,7,0.0,0.06137989935879773,0.0,0.0005065577280163325,0.0,-0.06188645708681406,0.0,,0,0.0
single005,w07-feb,2024-02-15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,8,0.0,0.0613272282069488,0.0,0.05171655181273138,0.0,-0.1130437800196944,0.0,,0,0.0
single005,w07-feb,2024-02-15,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,9,0.0,0.06135396841031593,0.0,1.7533223513055418e-05,0.0,-0.06137150163380056,0.0,,0,0.0
single005,w07-feb,2024-02-15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,10,0.0,0.06132842188794996,0.0,0.03373778478278666,0.0,-0.0950662066707082,0.0,,0,0.0
single005,w07-feb,2024-02-15,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,11,0.0,0.06135251069585479,0.0,0.004547819287409993,0.0,-0.06590032998326478,0.0,,0,0.0
single005,w07-feb,2024-02-15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,12,0.0,0.06135255363894032,0.0,0.004727231695838441,0.0,-0.06607978533477876,0.0,,0,0.0
single005,w07-feb,2024-02-15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,13,0.0,0.06132842189030896,0.0,0.04491650828258997,0.0,-0.10624493017289183,0.0,,0,0.0
single005,w07-feb,2024-02-15,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,14,0.0,0.06137989942287447,0.0,0.0005066112656777477,0.0,-0.06188651068853801,0.0,,0,0.0
single005,w07-feb,2024-02-15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,15,0.0,0.06135399452294621,0.0,6.0639039105581105e-06,0.0,-0.06136005842685677,0.0,,0,0.0
single005,w07-feb,2024-02-15,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,16,0.0,0.061380191349442725,0.0,2.4004833676372073e-09,0.0,-0.06138019374992609,0.0,,0,0.0
single005,w07-feb,2024-02-15,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,17,0.0,0.06135416923470416,0.0,0.0005561568530936256,0.0,-0.061910326087797785,0.0,,0,0.0
single005,w07-feb,2024-02-15,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,18,0.0,0.061380029555095916,0.0,2.7323920903654653e-09,0.0,-0.061380032287473796,0.0,,0,0.0
single005,w07-feb,2024-02-15,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-15,19,0.0,0.061341449193477615,0.0,0.0033502781729168873,0.0,-0.06469172736640871,0.0,,0,0.0
single005,w07-feb,2024-02-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,0,0.0,0.04721515263942422,0.0,0.006694597282518089,0.0,-0.053909749921928096,0.0,,0,0.0
single005,w07-feb,2024-02-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,1,0.0,0.04727937558951112,0.0,4.531809045005275e-05,0.0,-0.047324693679954066,0.0,,0,0.0
single005,w07-feb,2024-02-16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,2,0.0,0.0472150020678157,0.0,2.9061672705665842e-05,0.0,-0.04724406374052137,0.0,,0,0.0
single005,w07-feb,2024-02-16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,3,0.0,0.04715317656209095,0.0,0.14583533085593103,0.0,-0.19298850741802198,0.0,,0,0.0
single005,w07-feb,2024-02-16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,4,0.0,0.04715331046600113,0.0,0.14557098374328348,0.0,-0.1927242942092846,0.0,,0,0.0
single005,w07-feb,2024-02-16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,5,0.0,0.047279082565722774,0.0,0.0005052505624973946,0.0,-0.04778433312822017,0.0,,0,0.0
single005,w07-feb,2024-02-16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,6,0.0,0.04722436749626979,0.0,0.005790430717155459,0.0,-0.05301479821343946,0.0,,0,0.0
single005,w07-feb,2024-02-16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,7,0.0,0.047279082386481264,0.0,0.0005065577280447542,0.0,-0.04778564011451181,0.0,,0,0.0
single005,w07-feb,2024-02-16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,8,0.0,0.04716663023309309,0.0,0.1191345897355518,0.0,-0.1663012199686591,0.0,,0,0.0
single005,w07-feb,2024-02-16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,9,0.0,0.047227945471647104,0.0,2.2322605900626513e-05,0.0,-0.04725026807753352,0.0,,0,0.0
single005,w07-feb,2024-02-16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,10,0.0,0.04718088955796418,0.0,0.06265894209050771,0.0,-0.1098398316484861,0.0,,0,0.0
single005,w07-feb,2024-02-16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,11,0.0,0.04722435320952911,0.0,0.005790103500643795,0.0,-0.05301445671017291,0.0,,0,0.0
single005,w07-feb,2024-02-16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,12,0.0,0.04722431876952271,0.0,0.006018524277351389,0.0,-0.05324284304688831,0.0,,0,0.0
single005,w07-feb,2024-02-16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,13,0.0,0.04717212826467687,0.0,0.10982830349488637,0.0,-0.15700043175957035,0.0,,0,0.0
single005,w07-feb,2024-02-16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,14,0.0,0.04727908233243738,0.0,0.0005066112656777477,0.0,-0.04778569359808671,0.0,,0,0.0
single005,w07-feb,2024-02-16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,15,0.0,0.04722792023612499,0.0,7.720322329873852e-06,0.0,-0.04723564055845486,0.0,,0,0.0
single005,w07-feb,2024-02-16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,16,0.0,0.04727961721226848,0.0,2.4005117893466377e-09,0.0,-0.047279619612766055,0.0,,0,0.0
single005,w07-feb,2024-02-16,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,17,0.0,0.04721515263781839,0.0,0.0008173499717543109,0.0,-0.0480325026095727,0.0,,0,0.0
single005,w07-feb,2024-02-16,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,18,0.0,0.047279263264016436,0.0,2.7324063012201805e-09,0.0,-0.047279265996394315,0.0,,0,0.0
single005,w07-feb,2024-02-16,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w07-feb,2024-02-16,19,0.0,0.047199453974727135,0.0,0.004365709457488265,0.0,-0.05156516343220119,0.0,,0,0.0
single005,w07-feb,2024-02-17,0,1.3406444431534408,-0.6428731630026903,0.0,-0.5436715777611028,0.0,2.527189183917244,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,0,1.8911934887765172,-0.6058592922316848,0.0,-0.5413649902222488,0.0,3.0384177712304563,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,1,1.3406444431534408,-0.5911458660911961,0.0,-3.7617039505391006,0.0,5.6934942597837335,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,1,1.8911934887765172,-0.5541082004273505,0.0,-3.761675841850078,0.0,6.206977531053951,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,2,1.3406444431534408,-0.609596278515184,0.0,-5.22980206179804,0.0,7.180042783466661,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,2,1.8911934887765172,-0.5725823518425415,0.0,-5.229792048754717,0.0,7.69356788937381,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,3,1.3406444431534408,-0.6118236922491747,0.0,-3.0548512834147203,0.0,5.007319418817303,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,3,1.8911934887765172,-0.5748859899036916,0.0,-3.0223182679170435,0.0,5.488397746597229,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,4,1.3406444431534408,-0.6456703408588993,0.0,-4.8035699341735665,0.0,6.789884718185903,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,4,1.8911934887765172,-0.6087324713070927,0.0,-4.771145582705131,0.0,7.2710715427887465,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,5,1.3406444431534408,-0.6203674345035921,0.0,-7.783612178499311,0.0,9.74462405615634,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,5,1.8911934887765172,-0.5833300846744294,0.0,-7.78329879523902,0.0,10.257822368689972,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,6,1.3406444431534408,-0.5673818234494803,0.0,-3.086159387730504,0.0,4.994185654333421,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,6,1.8911934887765172,-0.5303874112740914,0.0,-3.083357088252626,0.0,5.504937988303226,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,7,1.3406444431534408,-0.6265772726465855,0.0,-1.255287141840995,0.0,3.2225088576410315,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,7,1.8911934887765172,-0.5895399235499639,0.0,-1.2549729478071754,0.0,3.735706360133662,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,8,1.3406444431534408,-0.6102125142729165,0.0,-3.7028511997436624,0.0,5.65370815717003,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,8,1.8911934887765172,-0.5732433773506926,0.0,-3.6840138013317016,0.0,6.148450667458917,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,9,1.3406444431534408,-0.607898699107082,0.0,-1.4848827505106073,0.0,3.4334258927711403,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,9,1.8911934887765172,-0.5709016411024948,0.0,-1.4848719474062335,0.0,3.946967077285251,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,10,1.3406444431534408,-0.6255123471600399,0.0,-0.6131738627204157,0.0,2.579330653033878,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,10,1.8911934887765172,-0.5885401859058277,0.0,-0.6057758738106997,0.0,3.085509548493036,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,11,1.3406444431534408,-0.6037617189421383,0.0,-2.526998948000525,0.0,4.4714051100961,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,11,1.8911934887765172,-0.5667672929592698,0.0,-2.5241968068802976,0.0,4.982157588616076,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,12,1.3406444431534408,-0.6078398208676532,0.0,-5.2215939300352545,0.0,7.170078194056373,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,12,1.8911934887765172,-0.5708455125199947,0.0,-5.218681243870151,0.0,7.680720245166697,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,13,1.3406444431534408,-0.6131394884750563,0.0,-2.3530039143793147e-05,0.0,1.953807461667651,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,13,1.8911934887765172,-0.5761673272210004,0.0,0.016383789205697497,0.0,2.4509770267918327,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,14,1.3406444431534408,-0.595851443918022,0.0,-8.713140309492474,0.0,10.649636196563904,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,14,1.8911934887765172,-0.5588140948288896,0.0,-8.712826082251794,0.0,11.162833665857192,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,15,1.3406444431534408,-0.6550626271997686,0.0,-5.275072182750982,0.0,7.27077925310418,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,15,1.8911934887765172,-0.618061819168588,0.0,-5.275069248105673,0.0,7.784324556050777,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,16,1.3406444431534408,-0.5776822727094952,0.0,-4.011111368105674,0.0,5.929438083968591,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,16,1.8911934887765172,-0.5406443949155033,0.0,-4.011111366616788,0.0,6.4429492503088,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,17,1.3406444431534408,-0.673685994200838,0.0,-7.645257520225016,0.0,9.659587957579276,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,17,1.8911934887765172,-0.6366721234303299,0.0,-7.644975906681658,0.0,10.172841518888504,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-17,18,1.3406444431534408,-1.1181452100007192,0.0,9.095032985664332,0.0,-6.636243332510162,52.368923560681274,1.0,0,0.0
ctxfree,w07-feb,2024-02-17,18,1.8911934887765172,-0.9179804741856827,0.0,9.802045894246419,0.0,-6.992871931284185,73.87474565533269,1.0,0,0.0
single005,w07-feb,2024-02-17,19,1.3406444431534408,-0.595540535376557,0.0,-1.5971608928547738,0.0,3.5333458713847676,52.368923560681274,,0,0.0
ctxfree,w07-feb,2024-02-17,19,1.8911934887765172,-0.5585666452309255,0.0,-1.595815536935973,0.0,4.045575670943435,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,0,1.2721876613167689,1.388848051281073,0.0,-1.1534314563596553,0.0,1.0367710663953176,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,0,1.1989871219860497,1.388848051281073,0.0,-1.1534314563596553,0.0,0.9635705270646326,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,1,1.2721876613167689,1.6660716580571062,0.0,-7.909169944990616,0.0,7.515285948250266,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,1,1.1989871219860497,1.6660716580571062,0.0,-7.909169944990616,0.0,7.442085408919581,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,2,1.2721876613167689,1.5085560077531852,0.0,-8.939982825564556,0.0,8.703614479128134,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,2,1.1989871219860497,1.5085560077531852,0.0,-8.939982825564556,0.0,8.63041393979745,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,3,1.2721876613167689,1.192895236675156,0.0,7.83418078730962,0.0,-7.7548883626680265,78.38494524440966,1.0,1,0.0
ctxfree,w07-feb,2024-02-18,3,1.1989871219860497,1.1708932807034103,0.0,5.411323356226774,0.0,-5.383229514944134,73.87474565533269,1.0,1,0.0
single005,w07-feb,2024-02-18,4,1.2721876613167689,1.6261376121672981,0.0,-2.1796207540945147,0.0,1.8256708032439803,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,4,1.1989871219860497,1.6261376121672981,0.0,-2.1796207540945147,0.0,1.752470263913267,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,5,1.2721876613167689,1.3458583951517937,0.0,-1.036764681160932,0.0,0.9630939473259161,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,5,1.1989871219860497,1.3458583951517937,0.0,-1.036764681160932,0.0,0.8898934079952028,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,6,1.2721876613167689,1.3487993293763907,0.0,-9.438302580309937,0.0,9.36169091225031,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,6,1.1989871219860497,1.3487993293763907,0.0,-9.438302580309937,0.0,9.288490372919625,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,7,1.2721876613167689,1.6545949463002643,0.0,-2.9641188598621326,0.0,2.5817115748786534,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,7,1.1989871219860497,1.6545949463002643,0.0,-2.9641188598621326,0.0,2.50851103554794,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,8,1.2721876613167689,1.4232712599024069,0.0,-1.266953500639076,0.0,1.115869902053447,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,8,1.1989871219860497,1.4232712599024069,0.0,-1.266953500639076,0.0,1.0426693627227053,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,9,1.2721876613167689,1.6157060891296737,0.0,7.622986028742822,0.0,-7.966504456555725,78.38494524440966,1.0,1,0.0
ctxfree,w07-feb,2024-02-18,9,1.1989871219860497,1.5936905330144384,0.0,5.372528199814489,0.0,-5.7672316108428845,73.87474565533269,1.0,1,0.0
single005,w07-feb,2024-02-18,10,1.2721876613167689,1.4074580170726847,0.0,7.229618983611317,0.0,-7.364889339367238,78.38494524440966,1.0,1,0.0
ctxfree,w07-feb,2024-02-18,10,1.1989871219860497,1.3854539590583101,0.0,4.752758029520265,0.0,-4.939224866592525,73.87474565533269,1.0,1,0.0
single005,w07-feb,2024-02-18,11,1.2721876613167689,1.362886292542882,0.0,-9.13849221127407,0.0,9.047793580047937,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,11,1.1989871219860497,1.362886292542882,0.0,-9.13849221127407,0.0,8.974593040717224,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,12,1.2721876613167689,1.3784492640928647,0.0,-8.285098072216798,0.0,8.178836469440682,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,12,1.1989871219860497,1.3784492640928647,0.0,-8.285098072216798,0.0,8.105635930109997,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,13,1.2721876613167689,1.6655047218359016,0.0,-1.1909154063192204,0.0,0.7975983458000826,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,13,1.1989871219860497,1.6655047218359016,0.0,-1.1909154063192204,0.0,0.7243978064693692,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,14,1.2721876613167689,1.6707558572237815,0.0,-7.928245770944926,0.0,7.529677575037908,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,14,1.1989871219860497,1.6707558572237815,0.0,-7.928245770944926,0.0,7.456477035707223,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,15,1.2721876613167689,1.620621989034774,0.0,-2.649228343313709,0.0,2.3007940155956987,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,15,1.1989871219860497,1.620621989034774,0.0,-2.649228343313709,0.0,2.2275934762649854,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,16,1.2721876613167689,1.4042170432975638,0.0,-0.5704362094196114,0.0,0.4384068274387971,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,16,1.1989871219860497,1.4042170432975638,0.0,-0.5704362094196114,0.0,0.36520628810808375,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,17,1.2721876613167689,1.5363573748575163,0.0,-1.733933094207032,0.0,1.4697633806662793,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,17,1.1989871219860497,1.5363573748575163,0.0,-1.733933094207032,0.0,1.3965628413355944,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,18,1.2721876613167689,1.4045942930614501,0.0,-8.399817607207979,0.0,8.267410975463292,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,18,1.1989871219860497,1.4045942930614501,0.0,-8.399817607207979,0.0,8.19421043613255,73.87474565533269,,0,0.0
single005,w07-feb,2024-02-18,19,1.2721876613167689,1.5387682851686861,0.0,-11.594005289398169,0.0,11.327424665546232,78.38494524440966,,0,0.0
ctxfree,w07-feb,2024-02-18,19,1.1989871219860497,1.5387682851686861,0.0,-11.594005289398169,0.0,11.254224126215547,73.87474565533269,,0,0.0
single005,w11-mar,2024-03-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
single005,w11-mar,2024-03-11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
ctxfree,w11-mar,2024-03-11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
