week,date,seed,controller,sum_q_kW,revenue_usd,rt_cost_usd,penalty_usd,degradation_usd,profit_usd,shortfall_kWh,delivery_ratio,n_obligations,n_delivery_failures,T_viol_K,clip_events,mpc_switches,infeasible_starts,market_value_usd,rebound_energy_usd
mild,2024-04-06,16,B2,0.0,0.0,83.07380495705797,0.0,84.06385512242534,-167.1376600794833,0.0,,0,0,0.0,0,0,0,0.31409581264009034,-0.023127506021893396
mild,2024-04-06,16,B3,0.0,0.0,83.07380495705797,0.0,84.06385512242534,-167.1376600794833,0.0,,0,0,0.0,0,0,0,0.31409581264009034,-0.023127506021893396
mild,2024-04-06,16,B4,0.0,0.0,83.09693246307987,0.0,84.35482342904355,-167.4517558921234,0.0,,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-06,16,B5,950.0,2.0135,0.9651388888888888,0.0,0.0,-7.17081697108067,0.0,1.0,0,0,0.0,0,0,0,-7.17081697108067,0.0
mild,2024-04-06,16,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-06,17,B1,0.0,0.0,82.62202546937904,0.0,49.829907805187304,-132.45193327456633,0.0,,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-06,17,B2,0.0,0.0,82.59889796335713,0.0,49.44348794928063,-132.04238591263777,0.0,,0,0,0.0,0,0,0,0.4095473619285599,-0.023127506021907607
mild,2024-04-06,17,B3,0.0,0.0,82.59889796335713,0.0,49.44348794928063,-132.04238591263777,0.0,,0,0,0.0,0,0,0,0.4095473619285599,-0.023127506021907607
mild,2024-04-06,17,B4,0.0,0.0,82.62202546937904,0.0,49.829907805187304,-132.45193327456633,0.0,,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-06,17,B5,950.0,2.0135,2.016597222222222,0.0,0.0,-8.222275304414003,0.0,1.0,0,0,0.0,0,0,0,-8.222275304414003,0.0
mild,2024-04-06,17,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-06,18,B1,0.0,0.0,83.1734213862184,0.0,82.39467964251787,-165.56810102873627,0.0,,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-06,18,B2,0.0,0.0,83.15029388019649,0.0,81.81379833710517,-164.96409221730164,0.0,,0,0,0.0,0,0,0,0.6040088114346247,-0.023127506021907607
mild,2024-04-06,18,B3,0.0,0.0,83.15029388019649,0.0,81.81379833710517,-164.96409221730164,0.0,,0,0,0.0,0,0,0,0.6040088114346247,-0.023127506021907607
mild,2024-04-06,18,B4,0.0,0.0,83.1734213862184,0.0,82.39467964251787,-165.56810102873627,0.0,,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-06,18,B5,950.0,2.0135,0.4197916666666667,0.0,0.0,-6.625469748858448,0.0,1.0,0,0,0.0,0,0,0,-6.625469748858448,0.0
mild,2024-04-06,18,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-06,19,B1,0.0,0.0,81.63531251660994,0.0,26.68820451317134,-108.32351702978129,0.0,,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-06,19,B2,0.0,0.0,81.61218501058804,0.0,26.633659208494823,-108.24584421908285,0.0,,0,0,0.0,0,0,0,0.0776728106984308,-0.023127506021907607
mild,2024-04-06,19,B3,0.0,0.0,81.61218501058804,0.0,26.633659208494823,-108.24584421908285,0.0,,0,0,0.0,0,0,0,0.0776728106984308,-0.023127506021907607
mild,2024-04-06,19,B4,0.0,0.0,81.63531251660994,0.0,26.68820451317134,-108.32351702978129,0.0,,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-06,19,B5,950.0,2.0135,0.0,0.0,0.0,-6.205678082191781,0.0,1.0,0,0,0.0,0,0,0,-6.205678082191781,0.0
mild,2024-04-06,19,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,0.0,0.0
mild,2024-04-07,0,B1,0.0,0.0,269.8298028831992,0.0,64.98152718201071,-334.8113300652099,0.0,,0,0,0.0,1,0,0,0.0,0.0
mild,2024-04-07,0,B2,154.7277288854907,11.397244509705247,268.823290517653,0.0,58.31692138473437,-315.7429673926821,0.0,,0,0,0.0,1,0,0,19.068362672527826,-1.0065123655462003
mild,2024-04-07,0,B3,0.0,0.0,269.7902605387326,0.0,64.49594165121876,-334.2862021899513,0.0,,0,0,0.0,1,0,0,0.5251278752585904,-0.03954234446661076
mild,2024-04-07,0,B4,0.0,0.0,269.8298028831992,0.0,64.98152718201071,-334.8113300652099,0.0,,0,0,0.0,1,0,0,0.0,0.0
mild,2024-04-07,0,B5,500.0,9.5795,0.0,0.0,0.0,1.3603219178082178,0.0,1.0,0,0,0.0,0,0,0,1.3603219178082178,0.0
mild,2024-04-07,0,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,1,B1,0.0,0.0,271.16875533010307,0.0,82.66652507133252,-353.83528040143557,0.0,,0,0,0.0,2,0,0,0.0,0.0
mild,2024-04-07,1,B2,154.7277288854907,11.397244509705247,270.1514882693046,0.0,73.94931230881161,-332.70355606841093,0.0,,0,0,0.0,3,0,0,21.131724333024636,-1.0172670607984742
mild,2024-04-07,1,B3,0.0,0.0,271.12921298554147,0.0,81.82645991403865,-352.9556728995801,0.0,,0,0,0.0,2,0,0,0.8796075018554461,-0.03954234456159611
mild,2024-04-07,1,B4,0.0,0.0,271.16875533010307,0.0,82.66652507133252,-353.83528040143557,0.0,,0,0,0.0,2,0,0,0.0,0.0
mild,2024-04-07,1,B5,500.0,9.5795,0.5309722222222223,0.0,0.0,0.8293496955859947,0.0,1.0,0,0,0.0,0,0,0,0.8293496955859947,0.0
mild,2024-04-07,1,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,2,B1,0.0,0.0,272.97134664661195,0.0,44.25513415285692,-317.22648079946885,0.0,,0,0,0.0,3,0,0,0.0,0.0
mild,2024-04-07,2,B2,154.7277288854907,11.397244509705247,272.1788397896262,0.0,37.06783675409787,-297.8494320340188,0.0,,0,0,0.0,5,0,0,19.37704876545007,-0.7925068569857672
mild,2024-04-07,2,B3,0.0,0.0,272.93180430214727,0.0,43.89337001145672,-316.825174313604,0.0,,0,0,0.0,3,0,0,0.4013064858648363,-0.03954234446467808
mild,2024-04-07,2,B4,0.0,0.0,272.97134664661195,0.0,44.25513415285692,-317.22648079946885,0.0,,0,0,0.0,3,0,0,0.0,0.0
mild,2024-04-07,2,B5,500.0,9.5795,0.0,0.0,0.0,1.3603219178082178,0.0,1.0,0,0,0.0,0,0,0,1.3603219178082178,0.0
mild,2024-04-07,2,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,3,B1,0.0,0.0,269.02046011839036,0.0,66.37370240070568,-335.394162519096,0.0,,0,0,0.0,4,0,0,0.0,0.0
mild,2024-04-07,3,B2,154.7277288854907,11.397244509705247,268.02090097572716,0.0,62.855895137653164,-319.4795516036751,0.0,,0,0,0.0,4,0,0,15.914610915420951,-0.9995591426632018
mild,2024-04-07,3,B3,0.0,0.0,268.9825731102254,0.0,66.37356384805464,-335.35613695828005,0.0,,0,0,0.0,4,0,0,0.03802556081598141,-0.037887008164943836
mild,2024-04-07,3,B4,0.0,0.0,269.02046011839036,0.0,66.37370240070568,-335.394162519096,0.0,,0,0,0.0,4,0,0,0.0,0.0
mild,2024-04-07,3,B5,500.0,9.5795,0.840625,0.0,0.0,0.5196969178082185,0.0,1.0,0,0,0.0,0,0,0,0.5196969178082185,0.0
mild,2024-04-07,3,B6,300.0,16.665,7.5,0.0,0.0,9.165,0.0,1.0,0,0,0.0,0,0,0,9.165,0.0
mild,2024-04-07,4,B1,0.0,0.0,266.26505218732666,0.0,41.11000136897355,-307.3750535563002,0.0,,0,0,0.0,6,0,0,0.0,0.0
mild,2024-04-07,4,B2,154.7277288854907,11.397244509705247,265.78136814811296,0.0,39.730059913808354,-294.11418355221605,0.0,,0,0,0.0,8,0,0,13.260870004084154,-0.4836840392136992
mild,2024-04-07,4,B3,0.0,0.0,266.2270055563869,0.0,41.10615431266765,-307.33315986905455,0.0,,0,0,0.0,6,0,0,0.041893687245647016,-0.03804663093973204
mild,2024-04-07,4,B4,0.0,0.0,266.26505218732666,0.0,41.11000136897355,-307.3750535563002,0.0,,0,0,0.0,6,0,0,0.0,0.0
mild,2024-04-07,4,B5,500.0,9.5795,0.0,0.0,0.0,1.3603219178082178,0.0,1.0,0,0,0.0,0,0,0,1.3603219178082178,0.0
mild,2024-04-07,4,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,5,B1,0.0,0.0,269.29805811337104,0.0,41.54180971295827,-310.8398678263293,0.0,,0,0,0.0,5,0,0,0.0,0.0
mild,2024-04-07,5,B2,154.7277288854907,11.397244509705247,268.2823071196463,0.0,34.74457320654766,-291.6296358164887,0.0,,0,0,0.0,6,0,0,19.21023200984058,-1.0157509937247369
mild,2024-04-07,5,B3,0.0,0.0,269.25852430775603,0.0,41.25602030575439,-310.51454461351045,0.0,,0,0,0.0,5,0,0,0.32532321281883014,-0.03953380561500808
mild,2024-04-07,5,B4,0.0,0.0,269.29805811337104,0.0,41.54180971295827,-310.8398678263293,0.0,,0,0,0.0,5,0,0,0.0,0.0
mild,2024-04-07,5,B5,500.0,9.5795,0.5479861111111111,0.0,0.0,0.8123358066971065,0.0,1.0,0,0,0.0,0,0,0,0.8123358066971065,0.0
mild,2024-04-07,5,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,6,B1,0.0,0.0,266.90737042568145,0.0,43.6713792016046,-310.5787496272861,0.0,,0,0,0.0,2,0,0,0.0,0.0
mild,2024-04-07,6,B2,154.7277288854907,11.397244509705247,265.96789902916163,0.0,40.85005846989985,-295.4207129893562,0.0,,0,0,0.0,3,0,0,15.158036637929854,-0.9394713965198207
mild,2024-04-07,6,B3,0.0,0.0,266.8678280812148,0.0,43.204191904091864,-310.07201998530667,0.0,,0,0,0.0,2,0,0,0.5067296419794047,-0.0395423444666676
mild,2024-04-07,6,B4,0.0,0.0,266.90737042568145,0.0,43.6713792016046,-310.5787496272861,0.0,,0,0,0.0,2,0,0,0.0,0.0
mild,2024-04-07,6,B5,500.0,9.5795,0.0,0.0,0.0,1.3603219178082178,0.0,1.0,0,0,0.0,0,0,0,1.3603219178082178,0.0
mild,2024-04-07,6,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,7,B1,0.0,0.0,262.20128268067157,0.0,33.85064355983554,-296.0519262405071,0.0,,0,0,0.0,3,0,0,0.0,0.0
mild,2024-04-07,7,B2,154.7277288854907,11.397244509705247,261.6849192209279,0.0,32.3272183889822,-282.6148931002049,0.0,,0,0,0.0,3,0,0,13.43703314030222,-0.5163634597436726
mild,2024-04-07,7,B3,0.0,0.0,262.1617403361053,0.0,33.322950387229305,-295.4846907233346,0.0,,0,0,0.0,3,0,0,0.5672355171724917,-0.03954234456625727
mild,2024-04-07,7,B4,0.0,0.0,262.20128268067157,0.0,33.85064355983554,-296.0519262405071,0.0,,0,0,0.0,3,0,0,0.0,0.0
mild,2024-04-07,7,B5,500.0,9.5795,0.3841666666666666,0.0,0.0,0.9761552511415506,0.0,1.0,0,0,0.0,0,0,0,0.9761552511415506,0.0
mild,2024-04-07,7,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,8,B1,0.0,0.0,273.86928962632936,0.0,98.26542546331432,-372.1347150896437,0.0,,0,0,0.0,1,0,0,0.0,0.0
mild,2024-04-07,8,B2,154.7277288854907,11.397244509705247,272.86277726078316,0.0,88.26859829969713,-349.73413105077503,0.0,,0,0,0.0,1,0,0,22.400584038868658,-1.0065123655462003
mild,2024-04-07,8,B3,0.0,0.0,273.82974728186264,0.0,97.42280753741333,-371.252554819276,0.0,,0,0,0.0,1,0,0,0.8821602703677058,-0.039542344466724444
mild,2024-04-07,8,B4,0.0,0.0,273.86928962632936,0.0,98.26542546331432,-372.1347150896437,0.0,,0,0,0.0,1,0,0,0.0,0.0
mild,2024-04-07,8,B5,500.0,9.5795,1.4631249999999998,0.0,0.0,-0.10280308219178202,0.0,1.0,0,0,0.0,0,0,0,-0.10280308219178202,0.0
mild,2024-04-07,8,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,9,B1,0.0,0.0,266.95651501360265,0.0,50.75213173319083,-317.7086467467935,0.0,,0,0,0.0,6,0,0,0.0,0.0
mild,2024-04-07,9,B2,154.7277288854907,11.397244509705247,265.96886631952844,0.0,46.0061695827524,-300.5777913925756,0.0,,0,0,0.0,7,0,0,17.130855354217886,-0.9876486940742097
mild,2024-04-07,9,B3,0.0,0.0,266.9169726691245,0.0,50.17389105101174,-317.09086372013627,0.0,,0,0,0.0,6,0,0,0.6177830266572073,-0.03954234447814997
mild,2024-04-07,9,B4,0.0,0.0,266.95651501360265,0.0,50.75213173319083,-317.7086467467935,0.0,,0,0,0.0,6,0,0,0.0,0.0
mild,2024-04-07,9,B5,500.0,9.5795,1.5416666666666665,0.0,0.0,-0.1813447488584483,0.0,1.0,0,0,0.0,0,0,0,-0.1813447488584483,0.0
mild,2024-04-07,9,B6,300.0,16.665,7.5,0.0,0.0,9.165,0.0,1.0,0,0,0.0,0,0,0,9.165,0.0
mild,2024-04-07,10,B1,0.0,0.0,271.2147299940944,0.0,69.43414684376103,-340.6488768378554,0.0,,0,0,0.0,1,0,0,0.0,0.0
mild,2024-04-07,10,B2,154.7277288854907,11.397244509705247,270.1924252075096,0.0,62.70983349934099,-321.50501419714533,0.0,,0,0,0.0,1,0,0,19.143862640710097,-1.0223047865848116
mild,2024-04-07,10,B3,0.0,0.0,271.17518764962773,0.0,69.10925800431275,-340.28444565394045,0.0,,0,0,0.0,1,0,0,0.36443118391497364,-0.0395423444666676
mild,2024-04-07,10,B4,0.0,0.0,271.2147299940944,0.0,69.43414684376103,-340.6488768378554,0.0,,0,0,0.0,1,0,0,0.0,0.0
mild,2024-04-07,10,B5,500.0,9.5795,1.5372916666666665,0.0,0.0,-0.17696974885844874,0.0,1.0,0,0,0.0,0,0,0,-0.17696974885844874,0.0
mild,2024-04-07,10,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,11,B1,0.0,0.0,272.3868195055677,0.0,73.47402496085859,-345.8608444664263,0.0,,0,0,0.0,2,0,0,0.0,0.0
mild,2024-04-07,11,B2,154.7277288854907,11.397244509705247,271.7745064693197,0.0,69.97684903309515,-330.3541109927096,0.0,,0,0,0.0,4,0,0,15.506733473716679,-0.6123130362479969
mild,2024-04-07,11,B3,0.0,0.0,272.34727716110785,0.0,72.93808101809441,-345.28535817920226,0.0,,0,0,0.0,2,0,0,0.5754862872240096,-0.03954234445984639
mild,2024-04-07,11,B4,0.0,0.0,272.3868195055677,0.0,73.47402496085859,-345.8608444664263,0.0,,0,0,0.0,2,0,0,0.0,0.0
mild,2024-04-07,11,B5,500.0,9.5795,1.0789583333333335,0.0,0.0,0.2813635844748852,0.0,1.0,0,0,0.0,0,0,0,0.2813635844748852,0.0
mild,2024-04-07,11,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,12,B1,0.0,0.0,270.73924478610564,0.0,96.31813279073417,-367.0573775768398,0.0,,0,0,0.0,2,0,0,0.0,0.0
mild,2024-04-07,12,B2,154.7277288854907,11.397244509705247,269.954861281416,0.0,93.47528779974444,-352.03290457145516,0.0,,0,0,0.0,4,0,0,15.024473005384664,-0.7843835046896288
mild,2024-04-07,12,B3,0.0,0.0,270.699702441639,0.0,95.7346818292702,-366.43438427090916,0.0,,0,0,0.0,2,0,0,0.6229933059306632,-0.0395423444666676
mild,2024-04-07,12,B4,0.0,0.0,270.73924478610564,0.0,96.31813279073417,-367.0573775768398,0.0,,0,0,0.0,2,0,0,0.0,0.0
mild,2024-04-07,12,B5,500.0,9.5795,0.0,0.0,0.0,1.3603219178082178,0.0,1.0,0,0,0.0,0,0,0,1.3603219178082178,0.0
mild,2024-04-07,12,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,13,B1,0.0,0.0,269.19002934401243,0.0,48.76911401108467,-317.9591433550971,0.0,,0,0,0.0,3,0,0,0.0,0.0
mild,2024-04-07,13,B2,154.7277288854907,11.397244509705247,268.5654175215708,0.0,43.09202376189159,-300.2601967737571,0.0,,0,0,0.0,5,0,0,17.69894658134001,-0.6246118224416364
mild,2024-04-07,13,B3,0.0,0.0,269.1504869865366,0.0,47.935722777171065,-317.08620976370764,0.0,,0,0,0.0,3,0,0,0.8729335913894829,-0.03954235747585244
mild,2024-04-07,13,B4,0.0,0.0,269.19002934401243,0.0,48.76911401108467,-317.9591433550971,0.0,,0,0,0.0,3,0,0,0.0,0.0
mild,2024-04-07,13,B5,500.0,9.5795,0.0,0.0,0.0,1.3603219178082178,0.0,1.0,0,0,0.0,0,0,0,1.3603219178082178,0.0
mild,2024-04-07,13,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,14,B1,0.0,0.0,268.168414026667,0.0,47.509119311616885,-315.67753333828387,0.0,,0,0,0.0,1,0,0,0.0,0.0
mild,2024-04-07,14,B2,154.7277288854907,11.397244509705247,267.1584649168892,0.0,43.40264143458451,-299.1638618417685,0.0,,0,0,0.0,2,0,0,16.51367149651537,-1.0099491097777786
mild,2024-04-07,14,B3,0.0,0.0,268.1288716822003,0.0,47.170055300558836,-315.29892698275916,0.0,,0,0,0.0,1,0,0,0.37860635552470967,-0.0395423444666676
mild,2024-04-07,14,B4,0.0,0.0,268.168414026667,0.0,47.509119311616885,-315.67753333828387,0.0,,0,0,0.0,1,0,0,0.0,0.0
mild,2024-04-07,14,B5,500.0,9.5795,0.0,0.0,0.0,1.3603219178082178,0.0,1.0,0,0,0.0,0,0,0,1.3603219178082178,0.0
mild,2024-04-07,14,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,15,B1,0.0,0.0,267.08427051256274,0.0,55.968506550138784,-323.0527770627015,0.0,,0,0,0.0,3,0,0,0.0,0.0
mild,2024-04-07,15,B2,154.7277288854907,11.397244509705247,268.21411145647215,1.1283757446452183,74.55596120055841,-332.5012038919705,5.623321761413428,0.8546266580161574,1,1,2.315427937477807,2,1,1,-9.448426829268953,1.1298409439094144
mild,2024-04-07,15,B3,0.0,0.0,267.04472816833766,0.0,55.42610090114204,-322.4708290694797,0.0,,0,0,0.0,3,0,0,0.5819479932218314,-0.03954234422508307
mild,2024-04-07,15,B4,0.0,0.0,267.08427051256274,0.0,55.968506550138784,-323.0527770627015,0.0,,0,0,0.0,3,0,0,0.0,0.0
mild,2024-04-07,15,B5,500.0,9.5795,6.977569444444445,0.0,0.0,-5.617247526636227,0.0,1.0,0,0,0.0,0,0,0,-5.617247526636227,0.0
mild,2024-04-07,15,B6,300.0,16.665,15.0,0.0,0.0,1.6649999999999991,0.0,1.0,0,0,0.0,0,0,0,1.6649999999999991,0.0
mild,2024-04-07,16,B1,0.0,0.0,274.0041440198364,0.0,86.94016839303868,-360.9443124128751,0.0,,0,0,0.0,5,0,0,0.0,0.0
mild,2024-04-07,16,B2,154.7277288854907,11.397244509705247,274.9678723634733,2.7333376963105525,116.04178011378514,-382.34574566386374,13.62173675027685,0.6478527320630969,1,1,11.858471124779413,5,1,1,-21.401433250988646,0.9637283436368875
mild,2024-04-07,16,B3,0.0,0.0,273.9646016755649,0.0,86.50409259882102,-360.46869427438594,0.0,,0,0,0.0,5,0,0,0.47561813848915335,-0.039542344271524144
mild,2024-04-07,16,B4,0.0,0.0,274.0041440198364,0.0,86.94016839303868,-360.9443124128751,0.0,,0,0,0.0,5,0,0,0.0,0.0
mild,2024-04-07,16,B5,500.0,9.5795,5.914722222222222,0.0,0.0,-4.5544003044140045,0.0,1.0,0,0,0.0,0,0,0,-4.5544003044140045,0.0
mild,2024-04-07,16,B6,300.0,16.665,7.5,0.0,0.0,9.165,0.0,1.0,0,0,0.0,0,0,0,9.165,0.0
mild,2024-04-07,17,B1,0.0,0.0,268.3251401421186,0.0,52.98063692620342,-321.305777068322,0.0,,0,0,0.0,2,0,0,0.0,0.0
mild,2024-04-07,17,B2,154.7277288854907,11.397244509705247,267.2824587127031,0.0,46.75690533194433,-302.6421195349422,0.0,,0,0,0.0,3,0,0,18.66365753337982,-1.0426814294154951
mild,2024-04-07,17,B3,0.0,0.0,268.2855977976519,0.0,52.47856034609256,-320.76415814374445,0.0,,0,0,0.0,2,0,0,0.5416189245775627,-0.0395423444666676
mild,2024-04-07,17,B4,0.0,0.0,268.3251401421186,0.0,52.98063692620342,-321.305777068322,0.0,,0,0,0.0,2,0,0,0.0,0.0
mild,2024-04-07,17,B5,500.0,9.5795,1.9008333333333334,0.0,0.0,-0.5405114155251152,0.0,1.0,0,0,0.0,0,0,0,-0.5405114155251152,0.0
mild,2024-04-07,17,B6,300.0,16.665,7.5,0.0,0.0,9.165,0.0,1.0,0,0,0.0,0,0,0,9.165,0.0
mild,2024-04-07,18,B1,0.0,0.0,270.3208221937174,0.0,86.70872315106057,-357.02954534477794,0.0,,0,0,0.0,4,0,0,0.0,0.0
mild,2024-04-07,18,B2,154.7277288854907,11.397244509705247,269.2755257020051,0.0,79.21406391243565,-337.0923451047355,0.0,,0,0,0.0,4,0,0,19.937200240042444,-1.0452964917122927
mild,2024-04-07,18,B3,0.0,0.0,270.2812798491859,0.0,85.87129950749936,-356.1525793566853,0.0,,0,0,0.0,4,0,0,0.8769659880926497,-0.0395423445314691
mild,2024-04-07,18,B4,0.0,0.0,270.3208221937174,0.0,86.70872315106057,-357.02954534477794,0.0,,0,0,0.0,4,0,0,0.0,0.0
mild,2024-04-07,18,B5,500.0,9.5795,0.5309722222222223,0.0,0.0,0.8293496955859947,0.0,1.0,0,0,0.0,0,0,0,0.8293496955859947,0.0
mild,2024-04-07,18,B6,300.0,16.665,0.0,0.0,0.0,16.665,0.0,1.0,0,0,0.0,0,0,0,16.665,0.0
mild,2024-04-07,19,B1,0.0,0.0,263.9635509038153,0.0,28.87400762283292,-292.8375585266482,0.0,,0,0,0.0,3,0,0,0.0,0.0
mild,2024-04-07,19,B2,154.7277288854907,11.397244509705247,263.029405277386,0.0,26.642900102997515,-278.27506087067826,0.0,,0,0,0.0,6,0,0,14.562497655969935,-0.9341456264293129
mild,2024-04-07,19,B3,0.0,0.0,263.9240085593894,0.0,28.311404064903247,-292.2354126242926,0.0,,0,0,0.0,3,0,0,0.6021459023555735,-0.03954234442591087
mild,2024-04-07,19,B4,0.0,0.0,263.9635509038153,0.0,28.87400762283292,-292.8375585266482,0.0,,0,0,0.0,3,0,0,0.0,0.0
mild,2024-04-07,19,B5,500.0,9.5795,2.0896527777777774,0.0,0.0,-0.7293308599695596,0.0,1.0,0,0,0.0,0,0,0,-0.7293308599695596,0.0
mild,2024-04-07,19,B6,300.0,16.665,7.5,0.0,0.0,9.165,0.0,1.0,0,0,0.0,0,0,0,9.165,0.0
humid,2023-08-14,0,B1,0.0,0.0,201.39036830867457,0.0,116.54476134939182,-317.9351296580664,0.0,,0,0,0.0,12,0,0,0.0,0.0
humid,2023-08-14,0,B2,637.124004662144,158.14078727394562,201.69874068725198,0.0,131.92748755561487,-175.48544096892124,0.0,1.0,1,0,0.0,13,0,0,142.44968868914515,0.30837237857741684
humid,2023-08-14,0,B3,0.0,0.0,201.34657290843066,0.0,115.37530537868632,-316.72187828711697,0.0,,0,0,0.0,12,0,0,1.213251370949422,-0.04379540024390849
humid,2023-08-14,0,B4,0.0,0.0,201.39036830867457,0.0,116.54476134939182,-317.9351296580664,0.0,,0,0,0.0,12,0,0,0.0,0.0
humid,2023-08-14,0,B5,750.0,116.7555,1.3980555555555556,0.0,0.0,107.13826636225266,0.0,1.0,0,0,0.0,0,0,0,107.13826636225266,0.0
humid,2023-08-14,0,B6,1000.0,230.69500000000002,7.5,0.0,0.0,223.19500000000002,0.0,1.0,0,0,0.0,0,0,0,223.19500000000002,0.0
humid,2023-08-14,1,B1,0.0,0.0,201.82131319812788,0.0,133.35271676916116,-335.174029967289,0.0,,0,0,0.0,8,0,0,0.0,0.0
humid,2023-08-14,1,B2,637.124004662144,158.14078727394562,200.28882139225544,0.5998302293337808,180.41847492840756,-223.16633927605116,6.046675698929243,0.9135819041936497,2,1,7.239987555103355,10,2,2,112.00769069123785,-1.5324918058724393
humid,2023-08-14,1,B3,0.0,0.0,201.7775188067069,0.0,132.18570201126371,-333.96322081797064,0.0,,0,0,0.0,8,0,0,1.2108091493183792,-0.04379439142098818
humid,2023-08-14,1,B4,0.0,0.0,201.82131319812788,0.0,133.35271676916116,-335.174029967289,0.0,,0,0,0.0,8,0,0,0.0,0.0
humid,2023-08-14,1,B5,750.0,116.7555,1.6655555555555555,0.0,0.0,106.87076636225265,0.0,1.0,0,0,0.0,0,0,0,106.87076636225265,0.0
humid,2023-08-14,1,B6,1000.0,230.69500000000002,15.0,0.0,0.0,215.69500000000002,0.0,1.0,0,0,0.0,0,0,0,215.69500000000002,0.0
humid,2023-08-14,2,B1,0.0,0.0,200.01256020663723,0.0,94.53377444150485,-294.5463346481421,0.0,,0,0,0.31049371727769426,16,0,0,0.0,0.0
humid,2023-08-14,2,B2,637.124004662144,158.14078727394562,200.01936436270532,0.08585283096915892,106.5518046097156,-148.51623452944446,0.16625901655594508,0.9955812342222361,1,1,0.4707869045205939,16,1,1,146.03010011869762,0.006804156068085376
humid,2023-08-14,2,B3,0.0,0.0,199.9687358964211,0.0,93.50362064013181,-293.4723565365529,0.0,,0,0,0.31049371727769426,16,0,0,1.073978111589156,-0.043824310216137974
humid,2023-08-14,2,B4,0.0,0.0,200.01256020663723,0.0,94.53377444150485,-294.5463346481421,0.0,,0,0,0.31049371727769426,16,0,0,0.0,0.0
humid,2023-08-14,2,B5,750.0,116.7555,1.4563194444444445,0.0,0.0,107.08000247336378,0.0,1.0,0,0,0.0,0,0,0,107.08000247336378,0.0
humid,2023-08-14,2,B6,1000.0,230.69500000000002,7.5,0.0,0.0,223.19500000000002,0.0,1.0,0,0,0.0,0,0,0,223.19500000000002,0.0
humid,2023-08-14,3,B1,0.0,0.0,200.7230388247746,0.0,112.34543137578882,-313.0684702005634,0.0,,0,0,0.0,11,0,0,0.0,0.0
humid,2023-08-14,3,B2,637.124004662144,158.14078727394562,200.70984193150323,0.0,106.97724277514122,-149.54629743269885,0.0,,0,0,0.0,13,0,0,163.52217276786456,-0.013196893271356203
humid,2023-08-14,3,B3,0.0,0.0,200.67867355560907,0.0,112.10550925952589,-312.78418281513495,0.0,,0,0,0.0,11,0,0,0.2842873854284562,-0.044365269165524523
humid,2023-08-14,3,B4,0.0,0.0,200.7230388247746,0.0,112.34543137578882,-313.0684702005634,0.0,,0,0,0.0,11,0,0,0.0,0.0
